Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
26.7.607,False,False,False,556452,109,Egyptian Art,1926,Scarab,Scarab,,Second Intermediate Period,Dynasty 13–17,,,,,,,,,,,,,,,,ca. 1640–1550 B.C.,-1640,-1550,Green glazed steatite,L. 1.6 cm (5/8 in.),"Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/556452,https://www.wikidata.org/wiki/Q116432059,,"Metropolitan Museum of Art, New York, NY",,,
1990.337.11,False,False,False,316471,,"Arts of Africa, Oceania, and the Americas",1990,Tunic,Stripwoven Sleeveless Tunic,Liberia or Guinea,,,,,,,,,,,,,,,,,,20th century,1900,2000,"Cotton, pigment",Length 22-1/4 in.,"Gift of Drs. John and Nicole Dintenfass, 1990",,,,,Liberia or Guinea,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/316471,,,"Metropolitan Museum of Art, New York, NY",,,
04.2.350,False,False,False,568644,122,Egyptian Art,1904,"Jug, spouted, ""Amun-Re Lord of Valor""","Spouted jug inscribed for ""Amun-Re Lord of Valor""",,New Kingdom,Dynasty 18–20,,,,,,,,,,,,,,,,ca. 1550–1070 B.C.,-1550,-1550,Bronze,H. 15.7 × W. 11 × Diam. 8 cm (6 3/16 × 4 5/16 × 3 1/8 in.),"Gift of Darius Ogden Mills, 1904",From|Said to be from,,|,,Egypt,Memphite Region,Giza,,,,,,,http://www.metmuseum.org/art/collection/search/568644,https://www.wikidata.org/wiki/Q116440907,,"Metropolitan Museum of Art, New York, NY",,,
"79.2.637a, b",False,False,True,46402,,Asian Art,1879,Covered bowl,,China,Qing dynasty (1644–1911),,,,,,,,,,,,,,,,,18th century,1700,1799,"Porcelain with relief decoration, painted in underglaze cobalt blue and overglaze polychrome enamels (Jingdezhen ware)",H. w/ cover: 4 1/2 in. (11.4 cm); Diam. 7 1/4 in. (18.4 cm),"Purchase by subscription, 1879",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/46402,,,"Metropolitan Museum of Art, New York, NY",Pomegranates,http://vocab.getty.edu/page/aat/300379961,https://www.wikidata.org/wiki/Q13222088
Inst.67.15.21,False,False,True,6564,774,The American Wing,,Platter,Platter,French,,,,,,,,,,,,,,,,,,1815–30,1815,1830,Porcelain,1 5/8 x 12 x 8 3/8 in. (4.1 x 30.5 x 21.3 cm),"Gift of Mrs. Alan W. Carrick, 1967",Made in,Paris,,,France,,,,,,,,,http://www.metmuseum.org/art/collection/search/6564,https://www.wikidata.org/wiki/Q116361355,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
17.3.2325,False,False,False,709332,,Drawings and Prints,1917,Print,Craigievar,,,,,,16631,Artist, ,Sir David Young Cameron,"British, Glasgow, Scotland 1865–1945 Perth, Scotland", ,"Cameron, David Young, Sir","British, Scottish",1865      ,1945      ,,http://vocab.getty.edu/page/ulan/500007560,https://www.wikidata.org/wiki/Q3703382,1908,1908,1908,Etching and drypoint; first state of three,"Sheet: 9 13/16 × 14 5/16 in. (25 × 36.3 cm)
Plate: 9 3/8 × 13 7/8 in. (23.8 × 35.3 cm)","Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/709332,,,"Metropolitan Museum of Art, New York, NY",,,
1987.347.10a–d,False,False,False,122608,,Costume Institute,1987,Dinner jacket,Dinner jacket,British,,,,,218252670,Design House|Design House,(a)|(c),Stovel & Mason|A. Sulka & Company,"British|French, 1893–2002", | ,Stovel & Mason|A. Sulka & Company,British|French,          |1893      ,          |2002      ,|,|,|,1957,1957,1957,silk,,"Gift of Jean Nicolesco-Dorobantzou, 1987",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/122608,,,"Metropolitan Museum of Art, New York, NY",,,
17.190.1515,False,False,True,194108,,European Sculpture and Decorative Arts,1917,Watch,Watch,"German, Augsburg",,,,,3360,Maker,Watchmaker:,David Buschman,"German, 1626–1701", ,"Buschman, David",German,1626      ,1701      ,,http://vocab.getty.edu/page/ulan/500335701,,ca. 1640–60,1635,1665,"Gilt metal, rock crystal, silver",2 1/4 × 1 1/2 in. (5.7 × 3.8 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Horology,,http://www.metmuseum.org/art/collection/search/194108,,,"Metropolitan Museum of Art, New York, NY",,,
69.612.4,False,False,False,347278,,Drawings and Prints,1969,Book,Anacreontiche,,,,,,789097891,Author|Publisher,Written by|Published by,Giuseppe Cerini|Giuseppe Galeazzi,"Italian, 18th century|Italian"," |, Milan","Cerini, Giuseppe|Galeazzi, Giuseppe",Italian|Italian,1700      |          ,1800      |          ,|,|,|,1776,1776,1776,,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1969",,Milan,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/347278,,,"Metropolitan Museum of Art, New York, NY",,,
50.194.46,False,False,False,210960,,European Sculpture and Decorative Arts,1950,Medal,Jean-Baptiste Colbert (1619–83),"French, Paris",,,,,400154358,Artist|Manufactory,Medalist:|Cast after the original by the,Thomas I. Bernard|Paris Mint,"French, Paris 1650–1713 Paris|French, 864–present", | ,"Bernard, Thomas I.|Paris Mint",French| ,1650      |0864      ,1713      |          ,|,http://vocab.getty.edu/page/ulan/500524770|,|,17th and 20th century,1600,1999,Bronze,Diameter: 3 5/16 in. (84 mm),"Gift of Louis S. Levy, 1950",,,,,,,,,,,,Medals and Plaquettes-Reproductions,,http://www.metmuseum.org/art/collection/search/210960,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.244.81b.4,False,False,False,784146,,Drawings and Prints,1963,Print; ephemera,"U.S. Army Colonel, from the ""Military Series"" (T81b), issued by Recruit Little Cigars",,,,,,20358,Publisher,Issued by,Recruit Little Cigars, , ,Recruit Little Cigars,American,1850      ,1950      ,,,,1909–13,1909,1913,Commercial color lithograph,Sheet: 2 3/4 × 1 5/8 in. (7 × 4.1 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/784146,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.619.417.15,False,False,False,764944,,Drawings and Prints,1963,Print,Indians on the War Path from Indians and Western Historical Scenes series (W417),,,,,,,,,,,,,,,,,,,ca. 1920–40,1915,1940,Commercial photolithograph,Sheet: 3 3/8 × 5 3/8 in. (8.6 × 13.6 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/764944,,,"Metropolitan Museum of Art, New York, NY",Horses|Men,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q8441
"25.3.47a, b",False,False,True,544465,116,Egyptian Art,1925,"Jar, ointment, Hatshepsut, Maatkare",Ointment Jar with Lid,,New Kingdom,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,,,,,,,,,,,,,,,ca. 1479–1458 B.C.,-1473,-1458,"Travertine (Egyptian alabaster), paint",H. 11.8 cm (4 5/8 in.),"Rogers Fund, 1925",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri,"Temple of Hatshepsut, forecourt",Foundation Deposit 3 (C),"MMA excavations, 1923–24",,,,http://www.metmuseum.org/art/collection/search/544465,https://www.wikidata.org/wiki/Q116247809,,"Metropolitan Museum of Art, New York, NY",Hieroglyphs,http://vocab.getty.edu/page/aat/300028721,https://www.wikidata.org/wiki/Q193762
63.350.536.606.15,False,False,False,814033,,Drawings and Prints,1963,Print,Samson and other Bible Stories from Bible Story booklets (W606),,,,,,,,,,,,,,,,,,,ca. 1941,1941,1941,Commercial color photolithograph,Sheet: 3 1/16 × 2 5/8 in. (7.7 × 6.6 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,"Copyright 1941, Samuel Lowe Company, Kenosha, Wis.",http://www.metmuseum.org/art/collection/search/814033,,,"Metropolitan Museum of Art, New York, NY",,,
81.10.229,False,False,True,245381,168,Greek and Roman Art,1881,Bottle,Glass bottle,Roman,Early Imperial,,,,,,,,,,,,,,,,,1st century CE,1,100,Glass,H.: 3 1/4 in. (8.3 cm),"Gift of Henry G. Marquand, 1881",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/245381,https://www.wikidata.org/wiki/Q116293066,,"Metropolitan Museum of Art, New York, NY",,,
18.48.2-49,False,False,True,376719,,Drawings and Prints,1918,Print,"Hippomenes and Atalanta, from 'Game of Mythology' (Jeu de la Mythologie)",,,,,'Game of Mythology' (Jeu de la Mythologie),163659703679842516481616411,Artist|Artist|Publisher|Dedicatee|Patron,Etched by|Designed by| | | ,"Stefano della Bella|Jean Desmarets de Saint-Sorlin|Henri Le Gras|Louis XIV, King of France|Cardinal Jules Mazarin","Italian, Florence 1610–1664 Florence|French, 1595–1676|French|French, Saint-Germain-en-Laye 1638–1715 Versailles|Italian, Piscina 1602–1661 Vincennes", | | | | ,"Bella, Stefano della|Desmarets, de Saint-Sorlin Jean|Le Gras, Henri|Louis XIV, King of France|Mazarin, Cardinal Jules",Italian|French|French|French|Italian,1610      |1595      |          |1638      |1602      ,1664      |1676      |          |1715      |1661      ,||||,http://vocab.getty.edu/page/ulan/500018966|(not assigned)||http://vocab.getty.edu/page/ulan/500122256|http://vocab.getty.edu/page/ulan/500354043,https://www.wikidata.org/wiki/Q921242|https://www.wikidata.org/wiki/Q266337||https://www.wikidata.org/wiki/Q7742|https://www.wikidata.org/wiki/Q166056,1644,1644,1644,Etching; first state of five,Sheet: 1 13/16 × 2 3/16 in. (4.6 × 5.6 cm),"Gift of Robert Hartshorne, 1918",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/376719,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
1982.16.3,False,False,False,482491,,Modern and Contemporary Art,1982,Painting,Attic,,,,,,16181,Artist, ,Willem de Kooning,"American (born The Netherlands), Rotterdam 1904–1997 East Hampton, New York", ,"De Kooning, Willem","American, born The Netherlands",1904      ,1997      ,,http://vocab.getty.edu/page/ulan/500000974,https://www.wikidata.org/wiki/Q132305,1949,1949,1949,"Oil, enamel, and newspaper transfer on canvas",61 7/8 × 81 in. (157.2 × 205.7 cm),"The Muriel Kallis Steinberg Newman Collection, Gift of Muriel Kallis Newman, in honor of her son, Glenn David Steinberg, 1982",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/482491,https://www.wikidata.org/wiki/Q19919692,,"Metropolitan Museum of Art, New York, NY",Abstraction,http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q162150
46.140.674,False,False,True,9528,774,The American Wing,1946,Vase,Vase,,,,,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,H. 3 3/4 in. (9.5 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,,,http://www.metmuseum.org/art/collection/search/9528,https://www.wikidata.org/wiki/Q116340753,,"Metropolitan Museum of Art, New York, NY",,,
32.1.196,False,False,True,575743,,Egyptian Art,1932,"Amulet, lion-headed deity",Amulet,,Roman Period,,,,,,,,,,,,,,,,,30 B.C.–A.D. 364,-30,364,Faience,h. 1.5 cm (9/16 in ),"Rogers Fund, 1932",From,,,,Egypt,Memphite Region,Lisht North,Old Kingdom Cemetery,,MMA excavations,,,,http://www.metmuseum.org/art/collection/search/575743,,,"Metropolitan Museum of Art, New York, NY",,,
23.112.2530b,False,False,False,744914,,Drawings and Prints,1923,Drawing,D'Orsay #3613--3613,,,,,,16517,Manufacturer, ,Brewster & Co.,"American, New York", ,Brewster & Co.,American,          ,          ,,,,1880,1880,1880,Graphite on tracing paper overlay.,Sheet: 9 3/4 × 19 3/16 in. (24.8 × 48.7 cm),"Gift of William Brewster, 1923",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/744914,,,"Metropolitan Museum of Art, New York, NY",,,
35.136.2,False,False,False,223099,,European Sculpture and Decorative Arts,1935,Chasuble fragment,Part of a chasuble,French,,,,,,,,,,,,,,,,,,1750–60,1750,1760,Silk and metal thread,L. 43 x W. 37 inches (109.2 x 94.0 cm),"Rogers Fund, 1935",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/223099,,,"Metropolitan Museum of Art, New York, NY",,,
36.25.2759,False,False,False,23858,,Arms and Armor,1936,Archer's ring,Archer's Ring,Chinese,,,,,,,,,,,,,,,,,,19th century,1801,1900,"Copper, gold, polychrome enamel",H. 1 1/8 in. (2.9 cm); Diam. 1 3/8 in. (3.5 cm); Wt. 1.5 oz. (42.5 g),"Bequest of George C. Stone, 1935",,,,,,,,,,,,Archery Equipment-Archer's Ring,,http://www.metmuseum.org/art/collection/search/23858,,,"Metropolitan Museum of Art, New York, NY",,,
29.100.1219,False,False,True,34628,,Arms and Armor,1929,Knife handle (Kozuka),Knife Handle (Kozuka),Japanese,,,,,,,,,,,,,,,,,,ca. 1615–1868,1590,1900,"Copper, copper-gold alloy (shakudō), silver, gold",L. 3 13/16 in. (9.7 cm); W. 9/16 in. (1.4 cm); thickness 1/4 in. (0.6 cm); Wt. 1.3 oz. (36.9 g),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Sword Furniture-Kozuka,,http://www.metmuseum.org/art/collection/search/34628,,,"Metropolitan Museum of Art, New York, NY",Mountains,http://vocab.getty.edu/page/aat/300008795,https://www.wikidata.org/wiki/Q8502
"83.7.27a, b",False,False,True,186318,,European Sculpture and Decorative Arts,1883,Bowl with cover,Bowl with cover,European,,,,,,,,,,,,,,,,,,18th–19th century,1700,1899,Glass,"Overall (.27a): 4 × 5 in. (10.2 × 12.7 cm);
Overall (.27b): 5 1/4 × 4 in. (13.3 × 10.2 cm);
Height (with cover): 8 1/2 in. (21.6 cm)","Gift of Henry G. Marquand, 1883",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/186318,,,"Metropolitan Museum of Art, New York, NY",,,
1974.356.452,False,False,True,205993,,European Sculpture and Decorative Arts,1974,Coffee cup,Coffee cup (part of a service),"German, Meissen",,,,,1648323551,Manufactory|Factory director, | ,Meissen Manufactory|Marcolini Period,"German, 1710–present|1774–1814", | ,Meissen Manufactory|MARCOLINI CAMILLO,German| ,1710      |1736      ,9999      |1836      ,|,http://vocab.getty.edu/page/ulan/500054662|,https://www.wikidata.org/wiki/Q822407|,ca. 1780–85,1775,1790,Hard-paste porcelain,Height: 2 3/4 in. (7 cm),"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer, 1973",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/205993,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506
52.625.134,False,False,False,406218,,Drawings and Prints,1952,Drawing,"Fantastical Creatures: for ""Vengeance of the Female"" (Bradley: His Book, July 1896)",,,,,,16317,Artist, ,William Henry Bradley,"American, Boston, Massachusetts 1868–1962 La Mesa, California", ,"Bradley, William Henry",American,1868      ,1962      ,,http://vocab.getty.edu/page/ulan/500010977,https://www.wikidata.org/wiki/Q1357158,1896,1896,1896,Black ink,Sheet: 14 1/4 x 6 5/8 in. (36.2 x 16.8 cm),"The Will Bradley Collection, Gift of Fern Bradley Dufner, 1952",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/406218,,,"Metropolitan Museum of Art, New York, NY",,,
59.533.1341,False,False,True,786838,,Drawings and Prints,1959,Print,A Rough Sketch of the Times as Delineated by Sir Francis Burdett,,,,,"""Tegg's Caricatures""",1951367739716509,Subject|Publisher|Artist, | | ,"Sir Francis Burdett, 5th Baronet|Thomas Tegg|Thomas Rowlandson","British, 1770–1844|British, London 1776–1846 London|British, London 1757–1827 London", | | ,"Burdett, Francis 5th Baronet Sir|Tegg, Thomas|Rowlandson, Thomas",British|British|British,1770      |1776      |1757      ,1844      |1846      |1827      ,||,(not assigned)|(not assigned)|http://vocab.getty.edu/page/ulan/500006930,https://www.wikidata.org/wiki/Q334207|https://www.wikidata.org/wiki/Q7794394|https://www.wikidata.org/wiki/Q318584,1810,1810,1810,Hand-colored etching; reprint,Sheet: 9 5/16 × 13 1/2 in. (23.6 × 34.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/786838,https://www.wikidata.org/wiki/Q97852851,,"Metropolitan Museum of Art, New York, NY",Satire|Men|Politics,http://vocab.getty.edu/page/aat/300055934|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300055537,https://www.wikidata.org/wiki/Q128758|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q7163
2019.531,False,False,False,830996,,Photographs,2019,Carte-de-visite,"[Street Scene with Soldiers, Jacksonville, Florida]",,,,,,20933020932,Artist|Publisher, | ,Edward W. Sinclair|Samuel A. Cooley,"American, active 1860s|American, active 1860s", | ,"Sinclair, Edward W.|Cooley, Samuel A.",American|American,          |          ,          |          ,|,|,|,1864,1864,1864,Albumen silver print from glass negative,3 1/2 x 2 1/8 in. approx.,"Purchase, Vital Projects Fund Inc. Gift, through Joyce and Robert Menschel, 2019",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/830996,,,"Metropolitan Museum of Art, New York, NY",,,
46.114,False,False,True,199761,503,European Sculpture and Decorative Arts,1946,Dish,Dish,"Italian, Florence",,,,,4066,Manufactory, ,Medici Porcelain Manufactory,"Italian, Florence, ca. 1575–ca. 1587", ,Medici Porcelain Manufactory,Italian,1570      ,1592      ,,http://vocab.getty.edu/page/ulan/500055295,https://www.wikidata.org/wiki/Q3908452,ca. 1575–87,1570,1592,Soft-paste porcelain decorated in underglaze blue,Overall: 1 5/8 × 11 1/2 in. (4.1 × 29.2 cm),"Gift of Mrs. Joseph V. McMullen, and Fletcher Fund, 1946",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/199761,https://www.wikidata.org/wiki/Q116308881,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
"14.100.363a, b",False,False,True,26110,,Arms and Armor,1914,Split hair dressing tool (Kogai),Split Hair Dressing Tool (Kogai),Japanese,,,,,,,,,,,,,,,,,,probably 19th century,1801,1900,Iron,L. 7 3/4 in. (19.7 cm); W. 1/2 in. (1.3 cm); thickness 1/8 in. (0.3 cm); Wt. 1 oz. (28.3 g); skewer (a); W. 1/4 in. (0.6 cm); Wt. 0.5 oz. (14.2 g); skewer (b); W. 1/4 in. (0.6 cm); Wt. 0.5 oz. (14.2 g),"Gift of Bashford Dean, 1914",,,,,,,,,,,,Sword Furniture-Kogai,,http://www.metmuseum.org/art/collection/search/26110,,,"Metropolitan Museum of Art, New York, NY",,,
96.14.928,False,False,True,66651,,Asian Art,1896,Piece,,Japan,Edo period (1615–1868),,,,,,,,,,,,,,,,,18th century,1700,1799,"Silk, metallic thread",12 1/2 x 6 3/8 in. (31.75 x 16.26 cm),"Gift of Mr. and Mrs. H. O. Havemeyer, 1896",,,,,,,,,,,,Textiles-Woven,,http://www.metmuseum.org/art/collection/search/66651,,,"Metropolitan Museum of Art, New York, NY",,,
53.225.81,False,False,True,201661,,European Sculpture and Decorative Arts,1953,Plate,Plate with The Rape of Prosperina,"Italian, Urbino",,,,,13658,Artist,Attributed to,"the ""Milan Marsyas"" Painter","Italian (Urbino), active first half of the 16th century", ,"the ""Milan Marsyas"" Painter", ,1500      ,1550      ,,,,ca. 1530–35,1525,1540,Maiolica (tin-glazed earthenware),Overall (confirmed): 13/16 × 10 1/2 in. (2.1 × 26.7 cm),"Gift of Julia A. Berwind, 1953",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/201661,,,"Metropolitan Museum of Art, New York, NY",Horses|Male Nudes|Female Nudes,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q40446
1977.643.5(19),False,False,False,747741,,Drawings and Prints,1977,Book Print Ornament & Architecture,"Floréal, Pl. 19",,,,,,1633998732,Publisher|Designer,Published by|Designed by,A. Calavas|Emile-Allain Séguy,"French|French, 1877–1951",", Paris| ","Calavas, A.|Séguy, Emile-Allain",French|French,          |1877      ,          |1951      ,|,|(not assigned),|https://www.wikidata.org/wiki/Q53506477,1925 or earlier,1920,1925,Pochoir,"Sheet: 20 7/8 × 13 7/8 in. (53 × 35.2 cm)
Album: 17 5/16 × 15 3/16 × 13/16 in. (44 × 38.5 × 2 cm)","Museum Accession, transferred from the Library",,,,,,,,,,,,Books|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/747741,,,"Metropolitan Museum of Art, New York, NY",,,
